occurrence_ordinal	frame	after_source_ordinal	cpu	pc	opcode	start_master_cycle	next_pc	delta_to_next_start	flow	branch_outcome	roles	source
194	1150	5	2	0x72782	0x0802	100609	0x72786	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
195	1150	5	2	0x72786	0x66F4	100693	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
196	1150	5	2	0x72788	0x13C1	100749	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
197	1150	6	2	0x7278E	0x4E75	100868	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
198	1150	6	2	0x72C7A	0x51CB	100980	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
199	1150	6	2	0x72C72	0x101A	101050	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
200	1150	6	2	0x72C74	0x1219	101106	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
201	1150	6	2	0x72C76	0x4EBA	101162	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
202	1150	6	2	0x72722	0x082D	101288	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
203	1150	6	2	0x72728	0x6630	101400	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
204	1150	6	2	0x7275A	0x142D	101470	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
205	1150	6	2	0x7275E	0x0882	101554	0x72762	98	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
206	1150	6	2	0x72762	0xD002	101652	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
207	1150	6	2	0x72764	0x1439	101680	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
208	1150	6	2	0x7276A	0x0802	101799	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
209	1150	6	2	0x7276E	0x66F4	101869	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
210	1150	6	2	0x72764	0x1439	101939	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
211	1150	6	2	0x7276A	0x0802	102058	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
212	1150	6	2	0x7276E	0x66F4	102128	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
213	1150	6	2	0x72764	0x1439	102198	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
214	1150	6	2	0x7276A	0x0802	102317	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
215	1150	6	2	0x7276E	0x66F4	102387	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
216	1150	6	2	0x72770	0x13C0	102443	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
217	1150	6	2	0x72776	0x4E71	102562	0x72778	42	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
218	1150	6	2	0x72778	0x4E71	102604	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
219	1150	6	2	0x7277A	0x4E71	102632	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
220	1150	6	2	0x7277C	0x1439	102660	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
221	1150	6	2	0x72782	0x0802	102779	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
222	1150	6	2	0x72786	0x66F4	102849	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
223	1150	6	2	0x72788	0x13C1	102905	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
224	1150	7	2	0x7278E	0x4E75	103024	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
225	1150	7	2	0x72C7A	0x51CB	103136	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
226	1150	7	2	0x72C72	0x101A	103206	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
227	1150	7	2	0x72C74	0x1219	103262	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
228	1150	7	2	0x72C76	0x4EBA	103318	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
229	1150	7	2	0x72722	0x082D	103444	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
230	1150	7	2	0x72728	0x6630	103556	0x7275A	84	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
231	1150	7	2	0x7275A	0x142D	103640	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
232	1150	7	2	0x7275E	0x0882	103724	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
233	1150	7	2	0x72762	0xD002	103808	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
234	1150	7	2	0x72764	0x1439	103836	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
235	1150	7	2	0x7276A	0x0802	103955	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
236	1150	7	2	0x7276E	0x66F4	104025	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
237	1150	7	2	0x72764	0x1439	104095	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
238	1150	7	2	0x7276A	0x0802	104214	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
239	1150	7	2	0x7276E	0x66F4	104284	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
240	1150	7	2	0x72764	0x1439	104354	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
241	1150	7	2	0x7276A	0x0802	104473	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
242	1150	7	2	0x7276E	0x66F4	104557	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
243	1150	7	2	0x72770	0x13C0	104613	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
244	1150	7	2	0x72776	0x4E71	104732	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
245	1150	7	2	0x72778	0x4E71	104760	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
246	1150	7	2	0x7277A	0x4E71	104788	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
247	1150	7	2	0x7277C	0x1439	104816	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
248	1150	7	2	0x72782	0x0802	104935	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
249	1150	7	2	0x72786	0x66F4	105005	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
250	1150	7	2	0x72788	0x13C1	105061	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
251	1150	8	2	0x7278E	0x4E75	105180	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
252	1150	8	2	0x72C7A	0x51CB	105292	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
253	1150	8	2	0x72C72	0x101A	105362	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
254	1150	8	2	0x72C74	0x1219	105418	0x72C76	70	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
255	1150	8	2	0x72C76	0x4EBA	105488	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
256	1150	8	2	0x72722	0x082D	105614	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
257	1150	8	2	0x72728	0x6630	105726	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
258	1150	8	2	0x7275A	0x142D	105796	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
259	1150	8	2	0x7275E	0x0882	105880	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
260	1150	8	2	0x72762	0xD002	105964	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
261	1150	8	2	0x72764	0x1439	105992	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
262	1150	8	2	0x7276A	0x0802	106111	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
263	1150	8	2	0x7276E	0x66F4	106181	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
264	1150	8	2	0x72764	0x1439	106251	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
265	1150	8	2	0x7276A	0x0802	106370	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
266	1150	8	2	0x7276E	0x66F4	106454	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
267	1150	8	2	0x72764	0x1439	106524	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
268	1150	8	2	0x7276A	0x0802	106643	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
269	1150	8	2	0x7276E	0x66F4	106713	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
270	1150	8	2	0x72770	0x13C0	106769	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
271	1150	8	2	0x72776	0x4E71	106888	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
272	1150	8	2	0x72778	0x4E71	106916	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
273	1150	8	2	0x7277A	0x4E71	106944	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
274	1150	8	2	0x7277C	0x1439	106972	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
275	1150	8	2	0x72782	0x0802	107091	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
276	1150	8	2	0x72786	0x66F4	107161	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
277	1150	8	2	0x72788	0x13C1	107217	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
278	1150	9	2	0x7278E	0x4E75	107336	0x72C7A	126	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
279	1150	9	2	0x72C7A	0x51CB	107462	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
280	1150	9	2	0x72C72	0x101A	107532	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
281	1150	9	2	0x72C74	0x1219	107588	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
282	1150	9	2	0x72C76	0x4EBA	107644	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
283	1150	9	2	0x72722	0x082D	107770	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
284	1150	9	2	0x72728	0x6630	107882	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
285	1150	9	2	0x7275A	0x142D	107952	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
286	1150	9	2	0x7275E	0x0882	108036	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
287	1150	9	2	0x72762	0xD002	108120	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
288	1150	9	2	0x72764	0x1439	108148	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
289	1150	9	2	0x7276A	0x0802	108267	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
290	1150	9	2	0x7276E	0x66F4	108351	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
291	1150	9	2	0x72764	0x1439	108421	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
292	1150	9	2	0x7276A	0x0802	108540	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
293	1150	9	2	0x7276E	0x66F4	108610	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
294	1150	9	2	0x72764	0x1439	108680	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
295	1150	9	2	0x7276A	0x0802	108799	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
296	1150	9	2	0x7276E	0x66F4	108869	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
297	1150	9	2	0x72770	0x13C0	108925	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
298	1150	9	2	0x72776	0x4E71	109044	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
299	1150	9	2	0x72778	0x4E71	109072	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
300	1150	9	2	0x7277A	0x4E71	109100	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
301	1150	9	2	0x7277C	0x1439	109128	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
302	1150	9	2	0x72782	0x0802	109247	0x72786	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
303	1150	9	2	0x72786	0x66F4	109331	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
304	1150	9	2	0x72788	0x13C1	109387	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
305	1150	10	2	0x7278E	0x4E75	109506	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
306	1150	10	2	0x72C7A	0x51CB	109618	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
307	1150	10	2	0x72C72	0x101A	109688	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
308	1150	10	2	0x72C74	0x1219	109744	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
309	1150	10	2	0x72C76	0x4EBA	109800	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
310	1150	10	2	0x72722	0x082D	109926	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
311	1150	10	2	0x72728	0x6630	110038	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
312	1150	10	2	0x7275A	0x142D	110108	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
313	1150	10	2	0x7275E	0x0882	110192	0x72762	98	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
314	1150	10	2	0x72762	0xD002	110290	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
315	1150	10	2	0x72764	0x1439	110318	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
316	1150	10	2	0x7276A	0x0802	110437	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
317	1150	10	2	0x7276E	0x66F4	110507	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
318	1150	10	2	0x72764	0x1439	110577	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
319	1150	10	2	0x7276A	0x0802	110696	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
320	1150	10	2	0x7276E	0x66F4	110766	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
321	1150	10	2	0x72764	0x1439	110836	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
322	1150	10	2	0x7276A	0x0802	110955	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
323	1150	10	2	0x7276E	0x66F4	111025	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
324	1150	10	2	0x72770	0x13C0	111081	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
325	1150	10	2	0x72776	0x4E71	111200	0x72778	42	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
326	1150	10	2	0x72778	0x4E71	111242	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
327	1150	10	2	0x7277A	0x4E71	111270	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
328	1150	10	2	0x7277C	0x1439	111298	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
329	1150	10	2	0x72782	0x0802	111417	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
330	1150	10	2	0x72786	0x66F4	111487	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
331	1150	10	2	0x72788	0x13C1	111543	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
332	1150	11	2	0x7278E	0x4E75	111662	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
333	1150	11	2	0x72C7A	0x51CB	111774	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
334	1150	11	2	0x72C72	0x101A	111844	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
335	1150	11	2	0x72C74	0x1219	111900	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
336	1150	11	2	0x72C76	0x4EBA	111956	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
337	1150	11	2	0x72722	0x082D	112082	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
338	1150	11	2	0x72728	0x6630	112194	0x7275A	84	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
339	1150	11	2	0x7275A	0x142D	112278	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
340	1150	11	2	0x7275E	0x0882	112362	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
341	1150	11	2	0x72762	0xD002	112446	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
342	1150	11	2	0x72764	0x1439	112474	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
343	1150	11	2	0x7276A	0x0802	112593	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
344	1150	11	2	0x7276E	0x66F4	112663	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
345	1150	11	2	0x72764	0x1439	112733	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
346	1150	11	2	0x7276A	0x0802	112852	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
347	1150	11	2	0x7276E	0x66F4	112922	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
348	1150	11	2	0x72764	0x1439	112992	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
349	1150	11	2	0x7276A	0x0802	113111	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
350	1150	11	2	0x7276E	0x66F4	113195	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
351	1150	11	2	0x72770	0x13C0	113251	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
352	1150	11	2	0x72776	0x4E71	113370	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
353	1150	11	2	0x72778	0x4E71	113398	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
354	1150	11	2	0x7277A	0x4E71	113426	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
355	1150	11	2	0x7277C	0x1439	113454	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
356	1150	11	2	0x72782	0x0802	113573	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
357	1150	11	2	0x72786	0x66F4	113643	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
358	1150	11	2	0x72788	0x13C1	113699	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
359	1150	12	2	0x7278E	0x4E75	113818	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
360	1150	12	2	0x72C7A	0x51CB	113930	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
361	1150	12	2	0x72C72	0x101A	114000	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
362	1150	12	2	0x72C74	0x1219	114056	0x72C76	70	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
363	1150	12	2	0x72C76	0x4EBA	114126	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
364	1150	12	2	0x72722	0x082D	114252	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
365	1150	12	2	0x72728	0x6630	114364	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
366	1150	12	2	0x7275A	0x142D	114434	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
367	1150	12	2	0x7275E	0x0882	114518	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
368	1150	12	2	0x72762	0xD002	114602	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
369	1150	12	2	0x72764	0x1439	114630	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
370	1150	12	2	0x7276A	0x0802	114749	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
371	1150	12	2	0x7276E	0x66F4	114819	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
372	1150	12	2	0x72764	0x1439	114889	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
373	1150	12	2	0x7276A	0x0802	115008	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
374	1150	12	2	0x7276E	0x66F4	115092	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
375	1150	12	2	0x72764	0x1439	115162	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
376	1150	12	2	0x7276A	0x0802	115281	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
377	1150	12	2	0x7276E	0x66F4	115351	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
378	1150	12	2	0x72770	0x13C0	115407	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
379	1150	12	2	0x72776	0x4E71	115526	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
380	1150	12	2	0x72778	0x4E71	115554	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
381	1150	12	2	0x7277A	0x4E71	115582	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
382	1150	12	2	0x7277C	0x1439	115610	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
383	1150	12	2	0x72782	0x0802	115729	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
384	1150	12	2	0x72786	0x66F4	115799	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
385	1150	12	2	0x72788	0x13C1	115855	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
386	1150	13	2	0x7278E	0x4E75	115974	0x72C7A	126	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
387	1150	13	2	0x72C7A	0x51CB	116100	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
388	1150	13	2	0x72C72	0x101A	116170	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
389	1150	13	2	0x72C74	0x1219	116226	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
390	1150	13	2	0x72C76	0x4EBA	116282	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
391	1150	13	2	0x72722	0x082D	116408	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
