occurrence_ordinal	frame	after_source_ordinal	cpu	pc	opcode	start_master_cycle	next_pc	delta_to_next_start	flow	branch_outcome	roles	source
199	978	6	2	0x72C72	0x101A	172864	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
200	978	6	2	0x72C74	0x1219	172920	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
201	978	6	2	0x72C76	0x4EBA	172976	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
202	978	6	2	0x72722	0x082D	173102	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
203	978	6	2	0x72728	0x6630	173214	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
204	978	6	2	0x7275A	0x142D	173284	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
205	978	6	2	0x7275E	0x0882	173368	0x72762	98	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
206	978	6	2	0x72762	0xD002	173466	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
207	978	6	2	0x72764	0x1439	173494	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
208	978	6	2	0x7276A	0x0802	173613	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
209	978	6	2	0x7276E	0x66F4	173683	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
210	978	6	2	0x72764	0x1439	173753	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
211	978	6	2	0x7276A	0x0802	173872	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
212	978	6	2	0x7276E	0x66F4	173942	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
213	978	6	2	0x72764	0x1439	174012	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
214	978	6	2	0x7276A	0x0802	174131	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
215	978	6	2	0x7276E	0x66F4	174201	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
216	978	6	2	0x72770	0x13C0	174257	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
217	978	6	2	0x72776	0x4E71	174376	0x72778	42	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
218	978	6	2	0x72778	0x4E71	174418	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
219	978	6	2	0x7277A	0x4E71	174446	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
220	978	6	2	0x7277C	0x1439	174474	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
221	978	6	2	0x72782	0x0802	174593	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
222	978	6	2	0x72786	0x66F4	174663	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
223	978	6	2	0x72788	0x13C1	174719	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
224	978	7	2	0x7278E	0x4E75	174838	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
225	978	7	2	0x72C7A	0x51CB	174950	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
226	978	7	2	0x72C72	0x101A	175020	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
227	978	7	2	0x72C74	0x1219	175076	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
228	978	7	2	0x72C76	0x4EBA	175132	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
229	978	7	2	0x72722	0x082D	175258	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
230	978	7	2	0x72728	0x6630	175370	0x7275A	84	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
231	978	7	2	0x7275A	0x142D	175454	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
232	978	7	2	0x7275E	0x0882	175538	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
233	978	7	2	0x72762	0xD002	175622	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
234	978	7	2	0x72764	0x1439	175650	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
235	978	7	2	0x7276A	0x0802	175769	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
236	978	7	2	0x7276E	0x66F4	175839	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
237	978	7	2	0x72764	0x1439	175909	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
238	978	7	2	0x7276A	0x0802	176028	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
239	978	7	2	0x7276E	0x66F4	176098	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
240	978	7	2	0x72764	0x1439	176168	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
241	978	7	2	0x7276A	0x0802	176287	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
242	978	7	2	0x7276E	0x66F4	176371	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
243	978	7	2	0x72770	0x13C0	176427	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
244	978	7	2	0x72776	0x4E71	176546	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
245	978	7	2	0x72778	0x4E71	176574	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
246	978	7	2	0x7277A	0x4E71	176602	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
247	978	7	2	0x7277C	0x1439	176630	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
248	978	7	2	0x72782	0x0802	176749	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
249	978	7	2	0x72786	0x66F4	176819	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
250	978	7	2	0x72788	0x13C1	176875	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
251	978	8	2	0x7278E	0x4E75	176994	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
252	978	8	2	0x72C7A	0x51CB	177106	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
253	978	8	2	0x72C72	0x101A	177176	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
254	978	8	2	0x72C74	0x1219	177232	0x72C76	70	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
255	978	8	2	0x72C76	0x4EBA	177302	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
256	978	8	2	0x72722	0x082D	177428	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
257	978	8	2	0x72728	0x6630	177540	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
258	978	8	2	0x7275A	0x142D	177610	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
259	978	8	2	0x7275E	0x0882	177694	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
260	978	8	2	0x72762	0xD002	177778	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
261	978	8	2	0x72764	0x1439	177806	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
262	978	8	2	0x7276A	0x0802	177925	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
263	978	8	2	0x7276E	0x66F4	177995	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
264	978	8	2	0x72764	0x1439	178065	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
265	978	8	2	0x7276A	0x0802	178184	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
266	978	8	2	0x7276E	0x66F4	178268	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
267	978	8	2	0x72764	0x1439	178338	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
268	978	8	2	0x7276A	0x0802	178457	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
269	978	8	2	0x7276E	0x66F4	178527	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
270	978	8	2	0x72770	0x13C0	178583	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
271	978	8	2	0x72776	0x4E71	178702	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
272	978	8	2	0x72778	0x4E71	178730	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
273	978	8	2	0x7277A	0x4E71	178758	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
274	978	8	2	0x7277C	0x1439	178786	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
275	978	8	2	0x72782	0x0802	178905	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
276	978	8	2	0x72786	0x66F4	178975	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
277	978	8	2	0x72788	0x13C1	179031	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
278	978	9	2	0x7278E	0x4E75	179150	0x72C7A	126	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
279	978	9	2	0x72C7A	0x51CB	179276	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
280	978	9	2	0x72C72	0x101A	179346	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
281	978	9	2	0x72C74	0x1219	179402	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
282	978	9	2	0x72C76	0x4EBA	179458	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
283	978	9	2	0x72722	0x082D	179584	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
284	978	9	2	0x72728	0x6630	179696	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
285	978	9	2	0x7275A	0x142D	179766	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
286	978	9	2	0x7275E	0x0882	179850	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
287	978	9	2	0x72762	0xD002	179934	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
288	978	9	2	0x72764	0x1439	179962	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
289	978	9	2	0x7276A	0x0802	180081	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
290	978	9	2	0x7276E	0x66F4	180165	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
291	978	9	2	0x72764	0x1439	180235	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
292	978	9	2	0x7276A	0x0802	180354	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
293	978	9	2	0x7276E	0x66F4	180424	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
294	978	9	2	0x72764	0x1439	180494	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
295	978	9	2	0x7276A	0x0802	180613	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
296	978	9	2	0x7276E	0x66F4	180683	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
297	978	9	2	0x72770	0x13C0	180739	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
298	978	9	2	0x72776	0x4E71	180858	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
299	978	9	2	0x72778	0x4E71	180886	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
300	978	9	2	0x7277A	0x4E71	180914	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
301	978	9	2	0x7277C	0x1439	180942	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
302	978	9	2	0x72782	0x0802	181061	0x72786	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
303	978	9	2	0x72786	0x66F4	181145	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
304	978	9	2	0x72788	0x13C1	181201	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
305	978	10	2	0x7278E	0x4E75	181320	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
306	978	10	2	0x72C7A	0x51CB	181432	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
307	978	10	2	0x72C72	0x101A	181502	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
308	978	10	2	0x72C74	0x1219	181558	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
309	978	10	2	0x72C76	0x4EBA	181614	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
310	978	10	2	0x72722	0x082D	181740	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
311	978	10	2	0x72728	0x6630	181852	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
312	978	10	2	0x7275A	0x142D	181922	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
313	978	10	2	0x7275E	0x0882	182006	0x72762	98	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
314	978	10	2	0x72762	0xD002	182104	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
315	978	10	2	0x72764	0x1439	182132	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
316	978	10	2	0x7276A	0x0802	182251	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
317	978	10	2	0x7276E	0x66F4	182321	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
318	978	10	2	0x72764	0x1439	182391	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
319	978	10	2	0x7276A	0x0802	182510	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
320	978	10	2	0x7276E	0x66F4	182580	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
321	978	10	2	0x72764	0x1439	182650	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
322	978	10	2	0x7276A	0x0802	182769	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
323	978	10	2	0x7276E	0x66F4	182839	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
324	978	10	2	0x72770	0x13C0	182895	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
325	978	10	2	0x72776	0x4E71	183014	0x72778	42	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
326	978	10	2	0x72778	0x4E71	183056	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
327	978	10	2	0x7277A	0x4E71	183084	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
328	978	10	2	0x7277C	0x1439	183112	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
329	978	10	2	0x72782	0x0802	183231	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
330	978	10	2	0x72786	0x66F4	183301	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
331	978	10	2	0x72788	0x13C1	183357	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
332	978	11	2	0x7278E	0x4E75	183476	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
333	978	11	2	0x72C7A	0x51CB	183588	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
334	978	11	2	0x72C72	0x101A	183658	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
335	978	11	2	0x72C74	0x1219	183714	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
336	978	11	2	0x72C76	0x4EBA	183770	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
337	978	11	2	0x72722	0x082D	183896	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
338	978	11	2	0x72728	0x6630	184008	0x7275A	84	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
339	978	11	2	0x7275A	0x142D	184092	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
340	978	11	2	0x7275E	0x0882	184176	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
341	978	11	2	0x72762	0xD002	184260	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
342	978	11	2	0x72764	0x1439	184288	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
343	978	11	2	0x7276A	0x0802	184407	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
344	978	11	2	0x7276E	0x66F4	184477	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
345	978	11	2	0x72764	0x1439	184547	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
346	978	11	2	0x7276A	0x0802	184666	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
347	978	11	2	0x7276E	0x66F4	184736	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
348	978	11	2	0x72764	0x1439	184806	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
349	978	11	2	0x7276A	0x0802	184925	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
350	978	11	2	0x7276E	0x66F4	185009	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
351	978	11	2	0x72770	0x13C0	185065	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
352	978	11	2	0x72776	0x4E71	185184	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
353	978	11	2	0x72778	0x4E71	185212	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
354	978	11	2	0x7277A	0x4E71	185240	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
355	978	11	2	0x7277C	0x1439	185268	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
356	978	11	2	0x72782	0x0802	185387	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
357	978	11	2	0x72786	0x66F4	185457	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
358	978	11	2	0x72788	0x13C1	185513	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
359	978	12	2	0x7278E	0x4E75	185632	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
360	978	12	2	0x72C7A	0x51CB	185744	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
361	978	12	2	0x72C72	0x101A	185814	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
362	978	12	2	0x72C74	0x1219	185870	0x72C76	70	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
363	978	12	2	0x72C76	0x4EBA	185940	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
364	978	12	2	0x72722	0x082D	186066	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
365	978	12	2	0x72728	0x6630	186178	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
366	978	12	2	0x7275A	0x142D	186248	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
367	978	12	2	0x7275E	0x0882	186332	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
368	978	12	2	0x72762	0xD002	186416	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
369	978	12	2	0x72764	0x1439	186444	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
370	978	12	2	0x7276A	0x0802	186563	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
371	978	12	2	0x7276E	0x66F4	186633	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
372	978	12	2	0x72764	0x1439	186703	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
373	978	12	2	0x7276A	0x0802	186822	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
374	978	12	2	0x7276E	0x66F4	186906	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
375	978	12	2	0x72764	0x1439	186976	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
376	978	12	2	0x7276A	0x0802	187095	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
377	978	12	2	0x7276E	0x66F4	187165	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
378	978	12	2	0x72770	0x13C0	187221	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
379	978	12	2	0x72776	0x4E71	187340	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
380	978	12	2	0x72778	0x4E71	187368	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
381	978	12	2	0x7277A	0x4E71	187396	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
382	978	12	2	0x7277C	0x1439	187424	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
383	978	12	2	0x72782	0x0802	187543	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
384	978	12	2	0x72786	0x66F4	187613	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
385	978	12	2	0x72788	0x13C1	187669	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
386	978	13	2	0x7278E	0x4E75	187788	0x72C7A	126	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
387	978	13	2	0x72C7A	0x51CB	187914	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
388	978	13	2	0x72C72	0x101A	187984	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
389	978	13	2	0x72C74	0x1219	188040	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
390	978	13	2	0x72C76	0x4EBA	188096	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
391	978	13	2	0x72722	0x082D	188222	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
392	978	13	2	0x72728	0x6630	188334	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
393	978	13	2	0x7275A	0x142D	188404	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
394	978	13	2	0x7275E	0x0882	188488	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
395	978	13	2	0x72762	0xD002	188572	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
396	978	13	2	0x72764	0x1439	188600	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
397	978	13	2	0x7276A	0x0802	188719	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
398	978	13	2	0x7276E	0x66F4	188803	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
399	978	13	2	0x72764	0x1439	188873	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
